permit,permit type,permit subtype,parcel,date entered,date issues,cost,address,city,state,subvision,contact,permit type,permit subtype,ivr tracking,purpose,district,longitude,latitude,object id,zip code
D2024075707,Building Residential - Rehab,Single Family Residence,11706009500,2024-08-20,,520487,2308 WOODMONT BLVD,NASHVILLE,TN,N SIDE WOODMONT BLVD W OF 23RD AVE SO,BORNTRAGER HOMES INC,CARR,CAA01R301,4570283,"Adding two small, shed roofs over existing dormers.  Remodeling interior of home.  Plans attached.  No change to the footprint of the house.  Rs40 Zoning.  remains single family residence.  no increase to building footprint.  no increase to overall height of residence this permit.  only one kitchen allowed in residence.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",24,-86.81813524999998,36.11522908,49,37215
D2024077708,Building Residential - New,Single Family Residence,08307004900,2024-09-10,,1025823,808 POWERS AVE,NASHVILLE,TN,LOT 19 SUB R E POWERS LANDS,MIGHTY OAK BUILDERS LLC,CARN,CAA01R301,4573860,New construction project in Historic Overlay. Affordable Housing Priority Review letter attached.,6,-86.72963187,36.18553644,50,37206
D2024078491,Building Residential - New,Single Family Residence,091073I00200CO,2024-08-28,,292898,907 52ND AVE N,NASHVILLE,TN,UNIT B 5201 MICHIGAN AVE HOMES,Phillips Builders,CARN,CAA01R301,4575021,"Single family home, Total sq ft 2769",20,-86.85040832999998,36.15828274,51,37209
D2024083586,Building Residential - New,Single Family Residence,072114Y00100CO,2024-09-13,,6870,1440 LITTON AVE,NASHVILLE,TN,UNIT A HOMES AT 1440 LITTON AVENUE,Stratus Construction,CARN,CAA01R301,4584291,"New construction of 2254 sq ft residential building. parent parcel is zoned R6-A, contains 8,836 sf lot ",7,-86.72796733,36.20072336,52,37216
T2021059747,Building Commercial - Rehab,"Commercial Amusement (In), Other",08209004500,2021-09-16,,0,1319 6TH AVE N,NASHVILLE,TN,PT LOT 30 NO NASHVILLE REAL EST CO,charlesa hopkins,CACR,CAL03A999,4039150,"to use existing building for event space. 8 required parking spaces.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",19,-86.79119767999998,36.17734993,53,37208
T2021050778,Building Use & Occupancy,"Accessory Structure, Pools - Residential",11706007900,2021-12-15,,180000,3429 B HAMPTON AVE,NASHVILLE,TN,S SIDE HAMPTON AVE W OF 23RD AVE SO,ABSOLUTE POOLS LLC,CAUO,CAA14U017,4025067,Absolute Pools will build and in-ground gunite swimming pool and spa.,24,-86.82097591,36.11654121,54,37215
T2021059859,Building Residential - Rehab,Single Family Residence,08211001200,2021-09-16,,70000,205 A TREUTLAND AVE,NASHVILLE,TN,PT LOTS 68 & 69 BRYAN ADDN,RHD CONSTRUCTION LLC,CARR,CAA01R301,4039337,"Install new windows. Install all mew waste lines and water lines at kitchen, full bath, and laundry room.  Install new HVAC, includes new duct work and package unit.  Install new electric service panel.  Repair and finish all drywall walls and ceilings and prep for paint.  Install new tile on bathroom floors and 3 walls at tub.  Install all new kitchen cabinets. Install new toilet, vanity, and vanity tops.  Install new kitchen counter tops. Install new lighting throughout.  Install new plumbing fixtures throughout.  Install new architectural shingles approx 30 sq. Install all new interior doors, door trim, window trim, and base boards throughout. Install new lvp flooring throughout.",5,-86.77129832,36.18046899,55,37207
T2021059877,Building Residential - Addition,Single Family Residence,15001015100,2021-09-16,,8501,2804 MOSSDALE DR,NASHVILLE,TN,LOT 119 EDGE-O-LAKE ESTATES SEC. 8,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARA,CAA01R301,4039369,"Construct a 16' x 22' cover to a patio to the rear of dwelling. Must be a minimum 10' from side property line for easement. POC: Daniel Nelms, (918)760-3720. Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor’s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",29,-86.62408963999998,36.08009873,56,37217
T2021059881,Building Residential - New,"Accessory Structure, Garage",10804007200,2021-09-16,,10000,3105 B NOBLE VALLEY DR,NASHVILLE,TN,LOT 155 LARCHWOOD SEC. 2,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARN,CAA14U009,4039374,to rehab existing detached garage.  not to be used for living or commercial purposes.  no increase to building footprint.,13,-86.63249259,36.14427303,57,37214
T2021059941,Building Residential - Addition,"Accessory Structure, Shed / Storage Bldg",09114001600,2021-09-16,,0,44 TWIN ST,NASHVILLE,TN,PT LOT 122 WEST NASH HGTS & PT. CLOSED ALLEY,Stratton Exteriors,CARA,CAA14U011,4039470,"to rehab and expand the existing deck area on rear elevation of residence.  no increase to building footprint.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  requesting rear variance per METZO table 17.12.020 (A).  20' min required rear s/b providing 3.5' for a 16.5' rear variance.",20,-86.86243777,36.15183453,58,37209
T2021060031,Building Commercial - Shell,"College / University, Educational > 12Th",10412035200,2021-09-17,,0,1515 WEDGEWOOD AVE,NASHVILLE,TN,"LT 1 PHARMACY,  PT LT1 LAW, LT 1 ARTS & LTS 24-37 & PT LT 38 BELMONT PARK COMP & ADD AC TRACT",ali gorrell,CACH,CAC02B009,4039608,"Structural Permit for a 6 story, 138,216 SF academic building at Belmont  poc ali gorrell",18,-86.79316798,36.13564597,59,37212
T2021060063,Building Sign Permit,Sign - Ground /  Wall Signs,09313057300,2021-09-17,,15000,1501 DEMONBREUN ST,NASHVILLE,TN,PT LOT 1 MUSIC CIRCLE EAST LOTS 1 & 2 2ND REV & LOT 3 1ST REV OF SEC 2,TRI STAR TRANSPORT LLC,CASN,CAZ02A001,4039648,to remove existing and erect new 122Sf illuminated wall sign and erect 277SF replacement faces to existing pylon sign for comfort inn.,19,-86.78900588,36.15290047,60,37203
T2021060108,Building Commercial - Rehab,"Building Contractor Supply, Retail",04116006700,2021-09-17,,0,3736 DICKERSON PIKE,NASHVILLE,TN,LOT 1 BELLSHIRE ESTATES FLATT RESUB,Jim Rago 716-860-7278,CACR,CAH01M001,4039699,"Need more details of work being done to each building and outdoor storage areas. Provide site plan with buildings being renovated designated. Applicant to verify if electronic plans submittal is required for Commercial and Fire Marshall reviews.    Renovations to existing buildings for use as Bison Building Solutions, building contractors supply business. Outdoor storage of landscaping materials is legally non-conforming per J. Hargis. Use is permitted with conditions per 17.16.090 B including a  D  landscape buffer yard screening where such facilities are on a lot adjacent to a residential zone district or district permitting residential use. Pursuant # 2006-1263  Metro Code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.  POC: Jim Rago 716-860-7278",3,-86.75799671999998,36.26237597,61,37207
T2021060134,Building Commercial - New,Restaurant (Take Out),08108002400,2021-09-17,,0,1807 9TH AVE N,NASHVILLE,TN,PT.LOTS 1&2& LOTS 3&4J.L. VALENTINO SUB.OF LOT 1 WOODARD ADD,nielah burnett,CACN,CAF31A203,4039743,"to convert 1 parking space to patio area with bench seating for InnerG juice & yoga.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",21,-86.8021437,36.18095647,62,37208
T2021060321,Building Residential - New,"Accessory Structure, Pools - Residential",043040A02100CO,2021-09-20,,75000,735 RIVER LANDING WAY,OLD HICKORY,TN,LOT 21 RIVER LANDING SECTION 1 PHASE 1 1ST REV,"LAMBERTH, JIM",CARN,CAA14U017,4040071,"To install a new 20' x 40', 400 SF IN-GROUND POOL with deck. MUST INCLUDE REQUIRED FENCING AND/OR ALARM(S). Located to the rear of a principal structure. Installation must conform to easements on parcel. Separate permits are required for any proposed electrical, plumbing, & gas/mechanical work and is not part of this Building Permit.",11,-86.67955369,36.27928483,63,37138
T2021060380,Building Commercial - Rehab,Heavy Equipment Sales,08202008300,2021-09-20,,0,1031 WHITES CREEK PIKE,NASHVILLE,TN,LOT 2 W.N.A.H. SUB,Jeff Porter 615-397-8905,CACR,CAH04M001,4040141,"IWD, MDHA & UZO.  MDHA to review and approve prior to zoning review.      Renovations to existing buildings for UHAUL Rental and self storage facility. Interior renovations to two existing metal buildings on parcel. Includes adding 2nd floor to existing 14,450 sf building. Pursuant # 2006-1263  Metro Code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.  POC JEFF PORTER  615-397-8905.....  …..NEED CONSTRUCTION COST.....",5,-86.77476339,36.19189662,64,37207
T2021060430,Building Residential - New,Single Family Residence,02400000100,2021-09-20,,2750000,5405 LICKTON PIKE,GOODLETTSVILLE,TN,E SIDE LICKTON PK N OF SHAW RD,RMC Fine Homes,CARN,CAA01R301,4040204,"New Single Family Residence.  parcel is zoned AR2A and contains 29.47 acres.  40' min front s/b; 20' min side and rear s/b.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  APPLICANT DID NOT PROVIDED LIVING AREA, ATTACHED GARAGE AND DECK/PORCH AREA SQUARE FOOTAGES.",10,-86.79654008,36.31880212,65,37072
T2021060431,Building Residential - New,"Accessory Structure, Garage",13205016200,2021-09-20,,113195,930 CORAL RD,NASHVILLE,TN,LOT 18 SEC. 2 GLENDALE PK,"BATES, DANIEL ELI",CARN,CAA14U009,4040232,"REJECTED: DOES NOT MEET REAR SETBACK REQUIREMENTS. EXCEEDS MAXIMUM HEIGHT. NO LIVING SPACE PERMITTED.     TO CONSTRUCT 28’X30’ (840 SQFT) DETACHED GARAGE TO REAR OF EXISTING SINGLE FAMILY RESIDENCE… …10’ MINIMUM SIDE SETBACK... ...50' MINIMUM STREET/SIDE SETBACK (CORAL RD)… …20’ MINIMUM REAR SETBACK… ...16’ MAXIMUM HEIGHT TO PEAK… …NOT TO BE USED AS LIVING SPACE OR FOR COMMERCIAL PURPOSES… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …     RESTRICTIVE COVENANT FOR DETACHED STRUCTURE RECORDED 20210923-0128066CSTEPHENS (09-23-2021 02:18PM)    ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",25,-86.78980568999998,36.09402004,66,37204
T2021060438,Building Commercial - Tenant Finish Out,"Multifamily, Tri-Plex, Quad, Apartments",09215017200,2021-09-20,,955307,2205 B ELLISTON PL,NASHVILLE,TN,"PT. LOT 7, 8, 9, & 10 MELLIERS","ANDERSON, R G CO INC",CACT,CAA03R398,4040293,"THIS APPLICATION IS FOR A NEW CACT PERMIT TO COVER THE SCOPE OUTLINED BELOW:   FOR FINISH-OUT & OCCUPANCY OF THE NEW CONSTRUCTION PARKING GARAGE STRUCTURE & ALL SPACES INSIDE ITS PERIMETER. POC NATHAN NORWOLD 615-250-8665  parcels 09215017200, 09215017300,09215017400 must be combined before master can be issued",21,-86.80372398999998,36.15116555,67,37203
T2021060516,Building Use & Occupancy,"Personal Care Svcs, Dry Clean & Laundry",11400011400,2021-09-20,,350000,699 OLD HICKORY BLVD,NASHVILLE,TN,SW COR CHARLOTTE PK & OLD HICKORY BLVD,"BROWNS HOME IMPROVEMENT, LLC",CAUO,CAF18B008,4040442,Buildout of Laundromat,35,-86.92357751999998,36.11611077,68,37209
T2021060540,Building Commercial - Rehab,"Manufacturing, Light Hazardous (H1-H5)",11816006700,2021-09-21,,1020000,2909 ARMORY DR,NASHVILLE,TN,LOT 159 SEC 3 SIDCO,DANIELLE JOHNSON,CACR,CAH06H000,4040474,"Tenant buildout of 12,827 square feet that will be built out in two phases.  POC DANIELLE JOHNSON, 615-834-7373, Ext. 121.",26,-86.75269290999998,36.10887199,69,37204
T2021060547,Building Residential - New,Single Family Residence,050020A17500CO,2021-09-21,,249895,3750 WILLOW CREEK RD,NASHVILLE,TN,LOT 175 BELLE ARBOR PUD PH 6,"NVR, INC. T/A RYAN HOMES",CARN,CAA01R301,4040482,"NEW SFD ON SLAB FOUNDATION MEASURING 1,903 SF WITH A GARAGE OF 397 SF, FRONT PORCH OF 23 SF AND REAR PATIO OF 120 SF. MINIMUM REQUIRED SETBACKS: 20' STREET AND REAR, 5' SIDE. PUDR.",3,-86.77588235999998,36.25558359,70,37207
T2021060552,Building Commercial - Tenant Finish Out,"Multifamily, Apt / Twnhome > 5 Unit Bldg",09215017200,2021-09-21,,572674,2205 ELLISTON PL 201-218,NASHVILLE,TN,"PT. LOT 7, 8, 9, & 10 MELLIERS","ANDERSON, R G CO INC",CACT,CAA03R399,4040487,"FOR FINISH-OUT & OCCUPANCY OF THE NEW CONSTRUCTION 1st FLOOR RESIDENTIAL UNITS LISTED BELOW & RELATED SUPPORT SPACES.   UNITS: 201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217, & 218.   POC NATHAN NORWOLD 615-250-8665  parcels 09215017200, 09215017300,09215017400 must be combined before master can be issued",21,-86.80353537,36.1514017,71,37203
T2021060554,Building Commercial - Addition,"Religious Institution, Worship Space",16104006200,2021-09-21,,0,5106 NOLENSVILLE PIKE,NASHVILLE,TN,E SIDE OF NOLENSVILLE PK S OF TUSCUMLUM,Jeff Harrington 615-400-6332,CACA,CAB10A305,4040489,"Need a notarized letter from property owner/authorized representative to allow you to obtain the permit on their behalf. Contact Plans review to determine if the plans submitted are sufficient. Self permitting.  CDO, Planning to review/approve prior to zoning review.    Includes demolition of existing porch and replacing with  new  20 ft x 22 ft (440 sf) covered porch addition on side of existing church. 1. Acknowledges  applying for this self building permit in own name, & will act as own contractor accepting full responsibility for code compliance, for hiring & employing individuals & has ultimate responsibility for my own work & for the work of others.  Acting as my own general contractor, I further understand that I may forfeit certain protections, which might be available to me through the State of Tenn general contractor’s licensing process.  I further acknowledge that as a self building permit holder I am responsible for requesting all required inspections & completing all authorized work in compliance with applicable adopted codes.  I further understand that separate permits are required for any proposed electrical, plumbing, & gas/mechanical work and is not part of this building permit….  2. Pursuant # 2006-1263  Metro code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code...3...You can dig your footers, but do not pour any concrete until you call for an inspection.  Also do not put up any drywall until you call for an inspection.  The idea is you do not cover up anything  with concrete or drywall until an inspector has had a chance to review..***SITE PLAN SENT TO FILE",27,-86.71551993999998,36.05835582,72,37211
