Permit__,Permit_Type_Description,Permit_Subtype_Description,Parcel,Date_Entered,Date_Issued,Const_Cost,Address,City,State,Subdivision_Lot,Contact,Per_Ty,Per_SubTy,IVR_Trk_,Purpose,Council_Dist,Lon,Lat,ObjectId,ZIP
T2022010892,Building Commercial - Tenant Finish Out,"General Office, Professional Services",093090E00100CO,1645077600000,,0,1222 DEMONBREUN ST 1201,NASHVILLE,TN,UNIT A GULCH UNION MASTER CONDOMINIUM AMENDED,michelle oakley,CACT,CAD02B016,4091883,First generation build out on 12th floor of Gulch Union Building. suite 1201 POC Michelle Oakey.  DTC AND MDHA OVERLAYS.,19,-86.78743179999998,36.15441888,42,37203
T2022011012,Building Commercial - Addition,Restaurant (Full Service),13500006200,1645077600000,,0,2111 MURFREESBORO PIKE,NASHVILLE,TN,LOT 1 HARRISON PLACE,JUAN DURRANTY,CACA,CAF19A203,4092052,"outside deck will be added to the on the front right side of the current building, the dimensions will be   11' by 26' as it can be seen on the drawings attached, there will not be any electrical or plumbing work done  to the structure.  POC JUAN DURRANTY",28,-86.6531777,36.09352039,43,37217
T2022011031,Building Residential - New,Single Family Residence,11300020000,1645077600000,,768865,6110 FIRE TOWER RD,NASHVILLE,TN,W SIDE FIRE TOWER ROAD S OF OLD CHARLOTTE PK,CRANE BUILDERS LLC,CARN,CAA01R301,4092065,"Brian Rosman and Tyler Diehl (Homeowners) have contracted Crane Builders, LLC to tear down their existing residence and build a new home in the same location. The footprint of the new home is smaller than the footprint of the existing home. All plans and site plan are attached.  SEPARATE DEMOLITION REQUIRED.  RS80 ZONING.  5.74 acres.  80' min front s/b; 20' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",35,-86.96925658,36.1094005,44,37221
T2022011216,Building Residential - New,Single Family Residence,070093B00100CO,1645164000000,,455101,2156 SUMMITT AVE,NASHVILLE,TN,UNIT A SUMMITT AVENUE RESIDENCES II,myles king construction llc,CARN,CAA01R301,4052449,"to construct 3340SF single family residence with 785SF garage and 507Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 54.2' per avg. unit 1 of 2. lot coverage is 1540SF of max 5543SF lot coverage. not to be over any easements. Max height 3 stories or ’.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",2,-86.83040663,36.19801635,45,37218
T2022011221,Building Residential - Rehab,Single Family Residence,11913025000,1645164000000,,5000,522 MCIVER ST,NASHVILLE,TN,RESERVED TRACT H G MCNABB SUB,"FOO NATIONS, LLC",CARR,CAA01R301,4092319,"TO CONDUCT INTERIOR RENOVATIONS TO EXISTING SINGLE-FAMILY RESIDENCE… …INSTALL METAL INTERIOR STAIR CASE FROM FIRST FLOOR TO ATTIC... ...NO CHANGE TO BUILDING/ROOF LINES OR FOOTPRINT… …NO SECOND KITCHEN, TO REMAIN SINGLE FAMILY RESIDENCE… …",16,-86.74691853999998,36.10461523,46,37211
T2022011277,Building Use & Occupancy,Master Permit Application,06000010900,1645164000000,,0,2914 DICKERSON PIKE,NASHVILLE,TN,"PT OF LOT 1 MAPLE MANOR MOTEL, INC. PROPERTY",Will Hart,CAUO,CAZ03A001,4092386,"No construction this permit. Reconfiguration of driveways, parking and curb cuts as part of rehab of existing five-building motel including all guest rooms, common areas, and support spaces. No change in use. POC: Will Hart, (334) 695-1883.",2,-86.76232883,36.2218574,47,37207
T2022011407,Building Demolition Permit,Demolition Permit - Residential,05102002200,1645164000000,,1000000,205 S GRAYCROFT AVE,MADISON,TN,E SIDE GRAYCROFT N OF CHADWELL DRIVE,RK Junior Development Group,CADM,CAZ01A001,4092496,"Demolition of Single Structure Duplex with 3,500 sqft total. not to be buried or burned on site.",3,-86.73288802,36.25714585,48,37115
T2022011464,Building Residential - New,Single Family Residence,070093A00200CO,1645336800000,,455101,2158 SUMMITT AVE,NASHVILLE,TN,UNIT B SUMMITT AVENUE RESIDENCES I,myles king construction llc,CARN,CAA01R301,4092316,"to construct 3340SF single family residence with 785SF garage and 507Sf porches. 5' min. side setback, 20' min. rear setback, front setback at 54.2' per avg. unit 1 of 2. lot coverage is 1540SF of max 5543SF lot coverage. not to be over any easements. Max height 3 stories or ’.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",2,-86.83032642,36.19808367,49,37218
T2022011122,Building Residential - Addition,"Accessory Structure, Garage",10411001500,1645077600000,,0,2702 A2 ACKLEN AVE,NASHVILLE,TN,LOT 42-A STOKES & MARSHALL ZONE LOT DIV,TDS General Contractors,CARA,CAA14U009,4092210,Hello!  I would like to apply for a permit to build 2 garages.  One behind 2702A Acklen Ave and one behind 2702B Acklen Ave.  Both structures will be 17’2”x 25’4” and have a studio as living space above with a bathroom.  I’ll need electrical and plumbing permits as well.  Thanks!,18,-86.81051779,36.13618814,50,37212
T2022011125,Building Residential - New,"Accessory Structure, Garage",10411036900,1645077600000,,0,2702 B2 ACKLEN AVE,NASHVILLE,TN,LOT 42-B STOKES & MARSHALL ZONE LOT DIV,TDS General Contractors,CARN,CAA14U009,4092214,Hello! I would like to apply for a permit to build 2 garages. One behind 2702A Acklen Ave and one behind 2702B Acklen Ave. Both structures will be 17’2”x 25’4” and have a studio as living space above with a bathroom. I’ll need electrical and plumbing permits as well. Thanks!,18,-86.81051779,36.13618814,51,37212
T2022011470,Building Commercial - Rehab,"Multifamily, Condominium 3&4 Unit Bldg",14900027800,1645336800000,,721,505 PICCADILLY ROW,ANTIOCH,TN,"PICCADILLY SQUARE MULTI-FAMILY SITE, SOUTH",THS NATIONAL LLC,CACR,CAA03R298,4092646,"Drywall, insulation and paint Flooring and cabinets Clean hvac  No structural changes ",28,-86.66107554,36.07841915,52,37013
T2022011473,Building Residential - Addition,"Accessory Structure, Shed / Storage Bldg",08111017200,1645423200000,,280,1700 DR D B TODD JR BLVD,NASHVILLE,TN,PT LOT 400 D T MCGAVOCK AND OTHERS ADDN,Middle-Tn Urban Dev. & Const LLC.,CARA,CAA14U011,4092649,construct a 14' x 20 addition to existing for storage,21,-86.80912673999998,36.1762433,53,37208
T2022011561,Building Residential - New,"Multifamily, Townhome",105013W00600CO,1645423200000,,2500,1300 EDGEHILL AVE 1,NASHVILLE,TN,UNIT 6 EDGEHILL TOWNHOMES,PHNX INC,CARN,CAA03R301,4090555,"Build a 3 story townhome, 1st floor 446 sq ft, 2nd floor 1027 sq ft and 3rd floor 1027 sq ft= 2500 sq ft ",19,-86.78904477,36.14314204,54,37212
T2022011566,Building Residential - New,"Multifamily, Townhome",105013W00700CO,1645423200000,,2500,1300 EDGEHILL AVE 2,NASHVILLE,TN,UNIT 7 EDGEHILL TOWNHOMES,PHNX INC,CARN,CAA03R301,4092745,"To build a home with 2500 total sq ft, 1st floor 446, 2nd floor 1027, 3rd floor 1027. This includes a garage",19,-86.78910601,36.14315022,55,37212
T2022011567,Building Residential - New,"Multifamily, Townhome",105013W00800CO,1645423200000,,2500,1300 EDGEHILL AVE 3,NASHVILLE,TN,UNIT 8 EDGEHILL TOWNHOMES,PHNX INC,CARN,CAA03R301,4092747,"To build a 3 story home with a total of 2500sq ft. 1st floor 446 sq ft, 2nd floor 1027 sq ft, 3drd floor 1027 sq ft",19,-86.78918267999998,36.14317356,56,37212
T2022011568,Building Residential - New,"Multifamily, Townhome",105013W00900CO,1645423200000,,2612,1300 EDGEHILL AVE 4,NASHVILLE,TN,UNIT 9 EDGEHILL TOWNHOMES,PHNX INC,CARN,CAA03R301,4092748,"Build a 3 story home with total sq ft of 2612. 1st floor 560, 2nd floor 1026, 3rd floor 1026 with a garage",19,-86.78926751,36.14319018,57,37212
T2022011569,Building Residential - New,"Multifamily, Townhome",105013W01000CO,1645423200000,,2500,1300 EDGEHILL AVE 5,NASHVILLE,TN,UNIT 10 EDGEHILL TOWNHOMES,PHNX INC,CARN,CAA03R301,4092749,"Build a 3 story home with a total of 2500 sq ft. 1st floor 446, 2nd floor 1027, 3rd floor 1027 with a garage",19,-86.78933458,36.14319356,58,37212
T2022011573,Building Residential - New,"Multifamily, Townhome",105013W00500CO,1645423200000,,2966,1300 EDGEHILL AVE 6,NASHVILLE,TN,UNIT 5 EDGEHILL TOWNHOMES,PHNX INC,CARN,CAA03R301,4092754,Build a 3 story home with 2470 sq ft of living space and 496 sq ft of garage,19,-86.78901086,36.14333923,59,37212
T2022011576,Building Residential - New,"Multifamily, Townhome",105013W00400CO,1645423200000,,3011,1300 EDGEHILL AVE 7,NASHVILLE,TN,UNIT 4 EDGEHILL TOWNHOMES,PHNX INC,CARN,CAA03R301,4092757,To Build a 3 story home with 2470 sq ft plus a garage of 541 sq ft ,19,-86.7890721,36.14334741,60,37212
T2022011577,Building Residential - New,"Multifamily, Townhome",105013W00300CO,1645423200000,,3056,1300 EDGEHILL AVE 8,NASHVILLE,TN,UNIT 3 EDGEHILL TOWNHOMES,PHNX INC,CARN,CAA03R301,4092758,Build a 3 story home with 2500 sq ft of living space and 556 sq ft of garage,19,-86.78914876999998,36.14337076,61,37212
T2022011579,Building Residential - New,"Multifamily, Townhome",105013W00200CO,1645423200000,,3056,1300 EDGEHILL AVE 9,NASHVILLE,TN,UNIT 2 EDGEHILL TOWNHOMES,PHNX INC,CARN,CAA03R301,4092760,Build a 3 story home with 2500 sq ft of living space and  556 sq ft of garage,19,-86.78923360999998,36.14338737,62,37212
T2022011581,Building Residential - New,"Multifamily, Townhome",105013W00100CO,1645423200000,,3056,1300 EDGEHILL AVE 10,NASHVILLE,TN,UNIT 1 EDGEHILL TOWNHOMES,PHNX INC,CARN,CAA03R301,4092762,Build a 3 story home with 2500 sq ft of living space and 556 sq ft of garage,19,-86.78930067999998,36.14339075,63,37212
T2022011591,Building Demolition Permit,Demolition Permit - Residential,08313016700,1645423200000,,5635,1201 B BOSCOBEL ST,NASHVILLE,TN,LOT 141 E EDGEFIELD ADDN,"TINY'S CONSTRUCTION, LLC",CADM,CAZ01A001,4092772,"Demolition of garage apartment.  not to be burned on lot.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",6,-86.74911313,36.17233135,64,37206
T2022011609,Building Residential - Rehab,Single Family Residence,081080G00200CO,1645423200000,,254150,1824 A 6TH AVE N,NASHVILLE,TN,UNIT B PROVINCE ON 6TH,STRATTON EXTERIORS INC,CARR,CAA01R301,4092793,"Project Construction consists of renovations to the first and second floors of the existing house. First floor renovations include: *front porch steps, railings and wood columns, *Rear deck will be converted to a screened in porch with outdoor fireplace, *Renovations to the Kitchen and dining room. Second floor renovations include remodeling both bathrooms. The estimated construction cost is $254,150.00.  RM20 Zoning.  5' min side s/b; 20' min rear s/b.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",19,-86.79616785999998,36.18482686,65,37208
T2022011697,Building Commercial - Addition,"Bar Or Nightclub, Tavern And Bars",08212034000,1645509600000,,0,921 WOODLAND ST,NASHVILLE,TN,LOT 1-2-3 M. VAUGHAN ADDN.,JUSTIN CRANDALL,CACA,CAF06A204,4092886,Outdoor deck shown as 19.5'x43' (838 sqft)  Bar requires 1 parking space per 75 sqft.  Existing site does not appear to have sufficient parking to accommodate additional parking to be required.  Please provide parking plan with additional parking shown.      construct an outdoor deck to Lakeside Lounge  POC JUSTIN CRANDALL,6,-86.75538238,36.175748,66,37206
T2022011801,Building Commercial - New,Day Care Center (Up To 75) - Child Care,17216000100,1645509600000,,2625468,6135 NOLENSVILLE PIKE,NASHVILLE,TN,PT OF LOT 7 COUNTRY ACRES SUB SEC. 1,APRIL MILLER,CACN,CAB03I402,4093061,"Revised plans uploaded on 5/2/2023, reduced size of building by 400 SF.    PROJECT CONSISTS OF A NEW CHILD DAYCARE FACILITY FOR  LEARNING ZONE LENOX VILLAGE . CONSTRUCTION TYPE IS  VB  AND THE BUILDING IS SPRINKLERED POC APRIL MILLER see letter from DHS.  33 parking spaces required for this use.",4,-86.71221489,36.02134081,67,37211
T2022011849,Building Residential - Rehab,Single Family Residence,11512008300,1645509600000,,60000,6126 ROBIN HILL RD,NASHVILLE,TN,LOT 34 SEC B WEST MEADE FARMS,home solutions,CARR,CAA01R301,4093130,"rejected: incorrect permit type: CARA-T2022012786	initiated to replace    Construct roof system over patio. see attached plans. (Roof will not connect to existing garage.) To include framing, electrical, have engineer letter of approval on existing turn down slab/patio",23,-86.87802599,36.1092934,68,37205
T2022011924,Building Commercial - Rehab,Restaurant (Full Service),07105001900,1645509600000,,0,403 W TRINITY LN,NASHVILLE,TN,N SIDE W TRINITY LN E OF WHITES CR PK,Pula Mahous,CACR,CAF19A203,4093295,To use 1000 SF space for Daddy's Pizza. POC: (615)294-0380.,2,-86.78421213,36.20757327,69,37207
T2022012033,Building Commercial - New,"Automobile Convenience, Markets",09115019600,1645596000000,,341516,5025 CHARLOTTE AVE,NASHVILLE,TN,S. E. CORNER CHARLOTTE AVE. & 51ST AVE. N.,REBECCA RAYMOND,CACN,CAF24M003,4093442,"New Construction MAPCO of  3317SF. 23 required parking spaces.  POC REBECCA RAYMOND  not to be over any easements.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",24,-86.84804807,36.15144845,70,37209
T2022012040,Building Commercial - New,"Multifamily, Apt / Twnhome > 5 Unit Bldg",07008014500,1645596000000,,16693410,625 W TRINITY LN,NASHVILLE,TN,LOTS 70 TH 81 & PT LTS  82-89 & 91-98 HAYNIES FREE SILVER PLAN & PT CL STREET,PAUL BASS,CACN,CAA03R399,4093451,"to construct 74 Unit Multifamily development with 5,768 commercial/retail space on ground floor and structured parking - 3 stories of Type V-A construction with a 3-hour separation above a Type I-A garage.  The average garage footprint is 36,045 sf and the residential floors range from 21,556sf to 27,501sf.    CL zoning district. 15' minimum street setback, 0.60 max. FAR, 0.90 max ISR, 20' min rear setback, 30' max. height at setback line with 1.5 to 1 slope of height control plane.  Must comply with OV-CDO, Corridor Design Overlay.    POC PAUL BASS",2,-86.79425077,36.20706439,71,37207
T2022012098,Building Use & Occupancy,"Multifamily, Apt / Twnhome > 5 Unit Bldg",09208036800,1645596000000,,50,301 15TH AVE N,NASHVILLE,TN,LOTS 12 - 15 STATE PRISON,iain shriver,CAUO,CAA03R399,4093544,"MASTER PERMIT NO CONSTRUCTION THIS PERMIT  construct a new multifamily development consisting of a 7-story concrete and wood framed  building, 179 apartment units, a leasing office, fitness center, retail shell space, and parking garage. The  building shell and finish out will be under separate permits, and site grading is under SWGR 2022002005  poc iain shriver    196 required parking spaces",19,-86.7941023,36.15869858,72,37203
